	Manufacturer	Model	Application(s)	Thrust (dry) [lbf]	Thrust (wet) [lbf]	SFC (dry) [lb/lbf hr]	SFC (wet) [lb/lbf hr]	Airflow (static) [lb/s]	OPR (static)	FPR (static)	BPR (static)	Thrust (cruise) [lbf]	SFC (cruise) [lb/lbf hr]	Cruise Speed [Mach]	Cruise Altitude [ft]	TIT [K]	Number Spools	Fan Stages	LPC Stages	HPC Stages	HPT Stages	IPT Stages	LPT Stages	Fan Diameter [in]	Length [in]	Width/Diameter [in]	Dry Weight [lb]
621	Pratt Whitney	JT9D-7R4D1	A310-221	48,000		0.343		1585	23.4		4.9	11,200	0.615	0.85	35,000		2	1	4B	11	2		4	93.4	153.6	96	8,915
622	Pratt Whitney	JT9D-7R4E	767-200ER	50,000		0.343		1615	24.2		4.9	11,700	0.62	0.85	35,000		2	1	4B	11	2		4	93.4	153.6	96	8,915
623	Pratt Whitney	JT9D-7R4E1	A310-222/-222F/-322	50,000		0.343		1615	24.2		4.9	11,700	0.62	0.85	35,000		2	1	4B	11	2		4	93.4	153.6	96	8,935
624	Pratt Whitney	JT9D-7R4E3	767-200ER	50,000		0.343		1615	24.2		4.9	11,700	0.62	0.85	35,000		2	1	4B	11	2		4	93.4	153.6		9,100
625	Pratt Whitney	JT9D-7R4E4	767-200ER	50,000		0.343		1615	24.2		4.9	11,700	0.62	0.85	35,000		2	1	4B	11	2		4	93.4	153.6	96	8,935
626	Pratt Whitney	JT9D-7R4G2	747-200B/-200B(SF)/-200F/-300/-300(M)/-300(SF)	54,750		0.36		1695	26.3		4.8	12,250	0.639	0.85	35,000		2	1	4B	11	2		4	93.4	153.6	96	9,170
627	Pratt Whitney	JT9D-7R4H1		56,000		0.364		1695	26.7		4.8	12,250	0.628	0.85	35,000		2	1	4B	11	2		4	93.4	153.6	96	8,915
628	Pratt Whitney	JT9D-7W	747-200B								4.9						2	1	3B	11	2		4	95.6	154.2		
629	Pratt Whitney	JT9D-9		53,000													2	1	3B	11	2		4	95.6	154.2		
630	Pratt Whitney	JT9D-15	"DC-10-20/-40
  (option), MD-11 (proposed)"	45,500	47,000	0.355											2	1	3B	11	2		4	95.6			
631	Pratt Whitney	JT9D-17		48,000													2	1	3B	11	2		4	95.6			
632	Pratt Whitney	JT9D-20	DC-10-40, MD-11 (proposed)	44,500	47,500	0.37		1521	21.1		5.2	10,680	0.624	0.85	35,000		2	1	3B	11	2		4	95.6	153.6		8,470
633	Pratt Whitney	JT9D-20J	DC-10-40, MD-11 (proposed)	48,050	47,500	0.37		1521	21.1		5.2	10,680	0.624	0.85	35,000		2	1	3B	11	2		4	95.6	153.6		8,580
634	Pratt Whitney	JT9D-25	"DC-10-20 (option),
  MD-11 (proposed)"	47,000	50,000						5.2						2	1	3B	11	2		4	95.6	153.6		
635	Pratt Whitney	JT9D-59		53,000		0.375		1639	24.5		4.9	11,950	0.631	0.85	35,000		2	1	4B	11	2		4	95.6	153.6	97.03	9,140
636	Pratt Whitney	JT9D-59A	"A300B4-120,
  DC-10-40(D)/-40(I)/-40F, A300B4-220/-220F/-220FF/-320
  (option)"	51,720													2	1	4B	11	2		4	95.6	153.6		9,140
637	Pratt Whitney	JT9D-59B	A300B4-220/-220F/-220FF	54,500				1660	25.2		4.8	12,200	0.631	0.85	35,000		2	1	4B	11	2		4	95.6	153.6		9,160
638	Pratt Whitney	JT9D-70A	747-200B/-200B(M)/-200B(SF)/-200F	51,140													2	1	4B	11	2		4	95.6	153.6	97.03	9,155
639	Pratt Whitney	JT9D-70B		54,500				1660	25.2		4.8	12,200	0.631	0.85	35,000		2	1	4B	11	2		4	95.6	153.6		9,175
640	Pratt Whitney	JT10D-132	(see PW2037)																								
641	Pratt Whitney	JT11D-20	"(see military
  turbofan specifications J58-P-4)"																								
642	Pratt Whitney	JT11F-4		33,190	50,400			640	8.2	2.5	1.06																9,555
643	Pratt Whitney	JT11F-12		33,800	51,100			640	9.5	2.5	1.08																9,135
644	Pratt Whitney	JT12A-3	"(see military
  turbofan specifications)"																								
645	Pratt Whitney	JT12A-5	"(see military
  turbofan specifications)"																								
646	Pratt Whitney	JT12A-6	Sabreliner 40/50	3,000		0.96											1			9	2				78.3	22.1	448
647	Pratt Whitney	JT12A-6A	"Sabreliner 40/50,
  JetStar I"	3,000		0.96											1			9	2				78.3	22.1	448
648	Pratt Whitney	JT12A-8	"Sabreliner 60,
  JetStar I"	3,300		0.995		51	6.7								1			9	2				78.3	22.1	468
649	Pratt Whitney	JT12A-8A	"Sabreliner 60,
  JetStar I"	3,300		0.995		51	6.7								1			9	2				78.3	22.1	468
650	Pratt Whitney	JTF10A-2	"Model 2086 (not
  produced)"	10,000		0.82											2	3	6B	7	1		3			42.1	2,715
651	Pratt Whitney	JTF14	"Technology
  demonstrator"																								
652	Pratt Whitney	JTF15A-1		32,600	51,200			630	11	2.5	1.3																8,485
653	Pratt Whitney	JTF17A-21	"L-2000-7B (not
  produced), B-2707-200/-300 (candidate engine)"	38,300	61,000	0.75	1.78	675									2	2		6	1		2				
654	Pratt Whitney	PW1122G-JM	A319-172N (proposed)	24,240													1	1G	3	8	2		3	56	133.9	57.6	6,300
655	Pratt Whitney	PW1124G-JM	A319-171N (proposed)	24,240													1	1G	3	8	2		3	56	133.9	57.6	6,300
656	Pratt Whitney	PW1124G1-JM	A320-272N	24,240													1	1G	3	8	2		3	56	133.9	57.6	6,300
657	Pratt Whitney	PW1127G-JM	A320-271N	27,075													1	1G	3	8	2		3	56	133.9	57.6	6,300
658	Pratt Whitney	PW1127GA-JM	A320-271N	27,075													1	1G	3	8	2		3	56	133.9	57.6	6,300
659	Pratt Whitney	PW1127G1-JM	A319-173N (proposed)	27,075													1	1G	3	8	2		3	56	133.9	57.6	6,300
660	Pratt Whitney	PW1129G-JM	A320-273N	29,245													1	1G	3	8	2		3	56	133.9	57.6	6,300
661	Pratt Whitney	PW1130G-JM	A321-272N/-272NX	33,110													1	1G	3	8	2		3	56	133.9	57.6	6,300
662	Pratt Whitney	PW1133G-JM	A321-271N/-271NX	33,110													1	1G	3	8	2		3	56	133.9	57.6	6,300
663	Pratt Whitney	PW1133GA-JM	A321-271N/-271NX	33,110													1	1G	3	8	2		3	56	133.9	57.6	6,300
664	Pratt Whitney	PW1135GA-JM	A321-273N (proposed)														1	1G	3	8	2		3	56	133.9	57.6	6,300
665	Pratt Whitney	PW1215G	MRJ70	15,600													1	1G	3	8	2		3		113.5	62.0	3,800
666	Pratt Whitney	PW1217G	MRJ90	19,190													1	1G	3	8	2		3		113.5	62.0	3,800
667	Pratt Whitney	PW1428G-JM	MC-21	29,761													1	1G	3	8	2		3	56	133.9	57.6	6,300
668	Pratt Whitney	PW1428GA-JM	MC-21	29,761													1	1G	3	8	2		3	56	133.9	57.6	6,300
669	Pratt Whitney	PW1428GH-JM	MC-21	29,761													1	1G	3	8	2		3	56	133.9	57.6	6,300
670	Pratt Whitney	PW1431G-JM	MC-21	31,572													1	1G	3	8	2		3	56	133.9	57.6	6,300
671	Pratt Whitney	PW1431GA-JM	MC-21	31,572													1	1G	3	8	2		3	56	133.9	57.6	6,300
672	Pratt Whitney	PW1431GH-JM	MC-21	31,572													1	1G	3	8	2		3	56	133.9	57.6	6,300
673	Pratt Whitney	PW1519G	A220-100/-300	19,775													1	1G	3	8	2		3	56	125.4	79	4,800
674	Pratt Whitney	PW1521G	A220-100/-300	21,970													1	1G	3	8	2		3	56	125.4	79	4,800
675	Pratt Whitney	PW1521G-3	"A220-100/-300
  (option)"	21,970													1	1G	3	8	2		3	56	125.4	79	4,800
676	Pratt Whitney	PW1521GA	A220-100/-300	21,970													1	1G	3	8	2		3	56	125.4	79	4,800
677	Pratt Whitney	PW1524G	A220-100	24,400													1	1G	3	8	2		3	56	125.4	79	4,800
678	Pratt Whitney	PW1524G-3	A220-300	24,400													1	1G	3	8	2		3	56	125.4	79	4,800
679	Pratt Whitney	PW1525G	"A220-100/-300
  (option)"	24,400													1	1G	3	8	2		3	56	125.4	79	4,800
680	Pratt Whitney	PW1525G-3	"A220-100/-300
  (option)"	24,400													1	1G	3	8	2		3	56	125.4	79	4,800
681	Pratt Whitney	PW1715G	E175-E2	15,000													1	1G	3	8	2		3	56	125.4	79	6,300
682	Pratt Whitney	PW1919G	E190-E2	22,550													1	1G	3	8	2		3	73	125.4	79	4,800
683	Pratt Whitney	PW1921G	E195-E2	22,550													1	1G	3	8	2		3	73	125.4	79	4,800
684	Pratt Whitney	PW1922G	E190-E2	23,815													1	1G	3	8	2		3	73	125.4	79	4,800
685	Pratt Whitney	PW1923G		23,815													1	1G	3	8	2		3	73	125.4	79	4,800
686	Pratt Whitney	PW1923G-A	E195-E2	23,815													1	1G	3	8	2		3	73	125.4	79	4,800
687	Pratt Whitney	PW2037	757-200/-200ET	37,530		0.335		1210	27.9	1.63	5.8	6,500	0.582	0.85	35,000		2	1	4B	12	2		5	78.5	141.4	84.8	7,300
688	Pratt Whitney	PW2037D	757-200/-200ET	37,530		0.335		1210	27.9	1.63	5.8	6,500	0.582	0.85	35,000		2	1	4B	12	2		5	78.5	141.4	84.8	7,300
689	Pratt Whitney	PW2037M	757-200/-200ET	37,530		0.335		1210	27.9	1.63	5.8	6,500	0.582	0.85	35,000		2	1	4B	12	2		5	78.5	141.4	84.8	7,300
690	Pratt Whitney	PW2040	757-200/-200ET/-200F	40,900		0.33		1255	27.6	1.66	5.9	6,500	0.582	0.85	35,000		2	1	4B	12	2		5	78.5	141.4	84.8	7,300
691	Pratt Whitney	PW2040D	757-200/-200ET/-200F	40,900		0.33		1255	27.6	1.66	5.9	6,500	0.582	0.85	35,000		2	1	4B	12	2		5	78.5	141.4	84.8	7,300
692	Pratt Whitney	PW2043	757-300, 757-200/-200ET/-200F (option)	43,000		0.35			31.2		6						2	1	4B	12	2		5	78.5	141.4	84.8	7,300
693	Pratt Whitney	PW2143	"A340-521, A340-621
  (not produced)"	43,000		0.35			31.2		6						2	1	4B	12	2		5	78.5	141.4	84.8	7,300
694	Pratt Whitney	PW2237	"Tu-204-140/-140C
  (proposed)"	36,600		0.335		1210	27.9	1.63	5.8	6,500	0.582	0.85	35,000		2	1	4B	12	2		5	78.5	141.4	84.8	7,300
695	Pratt Whitney	PW2240	"Tu-204-240/-240C,
  Tu-330 (Tu-204-330) (proposed)"	40,100		0.33		1255	27.6	1.66	5.9	6,500	0.582	0.85	35,000		2	1	4B	12	2		5	78.5	141.4	84.8	7,300
696	Pratt Whitney	PW2337	Il-96M/T	36,600		0.335		1210	27.9	1.63	5.8	6,500	0.582	0.85	35,000		2	1	4B	12	2		5	78.5	141.4	84.8	7,300
697	Pratt Whitney	PW2643		43,000		0.35			31.2		6						2	1	4B	12	2		5	78.5	141.4	84.8	7,300
698	Pratt Whitney	PW4050		50,000					27.5	1.7	4.85						2	1	4B	11	2		4	93.6	132.2	97	9,213
699	Pratt Whitney	PW4052	767-200ER/-300ER	52,200		0.312		1705	27.5	1.7	4.85						2	1	4B	11	2		4	93.6	132.2	97	9,213
700	Pratt Whitney	PW4056	"747-400/-400(M)/-400F,
  767-200ER/-300/-300ER, Stratolaunch"	56,750		0.32		1705	30.2	1.7	4.85						2	1	4B	11	2		4	93.6	132.2	97	9,213
701	Pratt Whitney	PW4060	767-300/-300ER, An-218-200/-300 (proposed)	60,000		0.33		1705	31.5		4.85						2	1	4B	11	2		4	93.6	132.2	97	9,213
702	Pratt Whitney	PW4060A	767-200ER	61,570		0.33		1705	31.5		4.85						2	1	4B	11	2		4	93.6	132.2	97	9,213
703	Pratt Whitney	PW4060C		60,000		0.33		1705	31.5		4.85						2	1	4B	11	2		4	93.6	132.2	97	9,213
704	Pratt Whitney	PW4062	"767-300ER, 747-400/-400ER/-400F/-400FER, 767-200ER/-200FER/-300F/-400ER
  (option)"	62,000					32.3	1.8	4.85						2	1	4B	11	2		4	93.6	132.2	97	9,213
705	Pratt Whitney	PW4062A		62,000					32.3	1.8	4.85						2	1	4B	11	2		4	93.6	132.2	97	9,213
706	Pratt Whitney	PW4074	777-200	77,440				2550	30.3		6						2	1	6B	11	2		7	112	191.7	118.5	15,095
707	Pratt Whitney	PW4077	777-200	76,960				2550	31.5		6.2						2	1	6B	11	2		7	112	191.7	118.5	15,095
708	Pratt Whitney	PW4077D															2	1	6B	11	2		7	112	191.7	118.5	15,095
709	Pratt Whitney	PW4084	777-200	86,760				2550	34.2	1.68	6.41						2	1	6B	11	2		7	112	191.7	118.5	15,095
710	Pratt Whitney	PW4084D															2	1	6B	11	2		7	112	191.7	118.5	15,095
711	Pratt Whitney	PW4090	777-200/-300	90,200				2712	38.6	1.7	6.3						2	1	6B	11	2		7	112	191.7	118.5	15,584
712	Pratt Whitney	PW4090D															2	1	6B	11	2		7	112	191.7	118.5	15,584
713	Pratt Whitney	PW4090-3	777-200														2	1	6B	11	2		7	112	191.7	118.5	15,584
714	Pratt Whitney	PW4098	777-300	98,000				2800	42.8	1.75	5.8	14,000	0.581	0.83	35,000		2	1	7B	11	2		7	112	194.7	119.5	16,500
715	Pratt Whitney	PW4152	A310-324/-324ET/-324F	52,200		0.312		1705	27.5	1.7	4.85						2	1	4B	11	2		4	93.6	132.2	97	9,213
716	Pratt Whitney	PW4156	"A300B4-622/-622R,
  A310-325/ET"	56,000		0.32		1705	30.2	1.7	4.85						2	1	4B	11	2		4	93.6	132.2	97	9,213
717	Pratt Whitney	PW4156A	A310-325/ET	56,000		0.32		1705	30.2	1.7	4.85						2	1	4B	11	2		4	93.6	132.2	97	9,213
718	Pratt Whitney	PW4158	"A300B4-622R/-622RF,
  A300F4-622R"	58,000		0.323		1705	30.6		4.75						2	1	4B	11	2		4	93.6	132.2	97	9,213
719	Pratt Whitney	PW4160		60,000				1934	32	1.75	5.1						2	1	5B	11	2		5	99.8	163.1	106.9	12,400
720	Pratt Whitney	PW4164	A330-321, A330-221 (option)	64,500				1934	32	1.75	5.1						2	1	5B	11	2		5	99.8	163.1	106.9	12,400
721	Pratt Whitney	PW4164-1D		64,500													2	1	5B	11	2		5	99.8	163.1	106.9	12,400
722	Pratt Whitney	PW4164C		64,500													2	1	5B	11	2		5	99.8	163.1	106.9	12,400
723	Pratt Whitney	PW4164C-1D		64,500													2	1	5B	11	2		5	99.8	163.1	106.9	12,400
724	Pratt Whitney	PW4164C/B		68,600													2	1	5B	11	2		5	99.8	163.1	106.9	12,400
725	Pratt Whitney	PW4164C/B-1D		68,600													2	1	5B	11	2		5	99.8	163.1	106.9	12,400
726	Pratt Whitney	PW4168	A330-222/-322	68,600				1934	32	1.75	5.1						2	1	5B	11	2		5	99.8	163.1	106.9	12,400
727	Pratt Whitney	PW4168-1D		68,600													2	1	5B	11	2		5	99.8	163.1	106.9	12,400
728	Pratt Whitney	PW4168A	A330-223/-322, KR-860 (not produced)	68,600				1934	32	1.75	5.1						2	1	5B	11	2		5	99.8	163.1	106.9	12,400
729	Pratt Whitney	PW4168A-1D		68,600													2	1	5B	11	2		5	99.8	163.1	106.9	12,400
730	Pratt Whitney	PW4170	A330-223F/-323	70,000				1934	32	1.75	5.1						2	1	5B	11	2		5	99.8	163.1	106.9	12,400
731	Pratt Whitney	PW4460	MD-11/-11F/-11F(AF)	60,000		0.33		1705	31.5		4.85						2	1	4B	11	2		4	93.6	132.2	97	9,213
732	Pratt Whitney	PW4462	MD-11/-11F/-11F(CF)	62,000					32.3	1.8	4.85						2	1	4B	11	2		4	93.6	132.2	97	9,213
733	Pratt Whitney	PW4650	"(see military
  turbojet specification)"	51,400													2	1	4B	11	2		4	93.6	132.2	97	9,213
734	Pratt Whitney	PW6122	A318-121, Il-214 (candidate engine), A316/A317 (not produced)	22,100		0.36			27.2								2	1	4B	5	1		3	56.5	108.21	62.4	5,400
735	Pratt Whitney	PW6124	A318-122	23,800		0.37			29.6		4.9						2	1	4B	5	1		3	56.5	108.21	62.4	5,400
736	Pratt Whitney	PW8160	"A340-521, A340-621
  (proposed)"	65,000													2	1G	3B	5	1		3				
737	Pratt Whitney Canada	JT15D-1	"Citation, SN.600
  prototype, MH02, SportJet II, JW-1"	2,200		0.54		75			3.3						2	1		1C	1		2	27.3	57.0	35.3	509
738	Pratt Whitney Canada	JT15D-1A	Citation I/ISP	2,200		0.54		75			3.3						2	1		1C	1		2	27.3	57.0	35.3	509
739	Pratt Whitney Canada	JT15D-1B	Citation I/ISP	2,200		0.54		75	10	1.5	3.3						2	1		1C	1		2	27.3	57.0	35.3	509
740	Pratt Whitney Canada	JT15D-4	"Citation II/IISP,
  SN.601 Corvette, Diamond I"	2,500		0.562					2.6						2	1	1B	1C	1		2	20.8	60.4	35.3	557
741	Pratt Whitney Canada	JT15D-4B	Citation S/II	2,500		0.562					2.6						2	1	1B	1C	1		2	20.8	60.4	35.3	557
742	Pratt Whitney Canada	JT15D-4C	S211	2,500		0.562					2.6						2	1	1B	1C	1		2	20.8	60.4	35.3	557
743	Pratt Whitney Canada	JT15D-4D	Diamond IA	2,500		0.562					2.6						2	1	1B	1C	1		2	20.8	60.4	35.3	557
744	Pratt Whitney Canada	JT15D-5	"Beechjet 400
  (Diamond II)/Hawker 400XP, Beechjet 400A/400T"	2,900		0.551		93	12.6		2						2	1	1B	1C	1		2	20.5	63	27	632
745	Pratt Whitney Canada	JT15D-5A	Citation V	2,900		0.551					2						2	1	1B	1C	1		2	20.5	63	27	632
746	Pratt Whitney Canada	JT15D-5B	"(see military
  turbofan specifications)"																								
747	Pratt Whitney Canada	JT15D-5C	S211A	3,190		0.551					2						2	1	1B	1C	1		2	20.5	63	27	665
748	Pratt Whitney Canada	JT15D-5D	"Citation Ultra,
  VisionAire Vantage"	3,045		0.55			13.1		2						2	1	1B	1C	1		2	20.5	63	27	627
749	Pratt Whitney Canada	JT15D-5F		2,900							2						2	1	1B	1C	1		2	20.5	63	27	665
750	Pratt Whitney Canada	JT15D-5R		2,900							2						2	1	1B	1C	1		2	20.5	63	27	665
751	Pratt Whitney Canada	PW305		4,750							4.3						2	1		4 + 1C	2		3	30.7	81.5	36.5	993
752	Pratt Whitney Canada	PW305A	Learjet 60/60XR	4,679		0.388			15.5	1.5	4.3						2	1		4 + 1C	2		3	30.7	81.5	36.5	993
753	Pratt Whitney Canada	PW305B	Hawker 1000	5,266		0.391		180	15.5		4.3						2	1		4 + 1C	2		3	30.7	81.5	36.5	993
754	Pratt Whitney Canada	PW306A	G200 (Galaxy)	6,040		0.394			18.3	1.57	4.5						2	1		4 + 1C	2		3	31.7	75.6		1,043
755	Pratt Whitney Canada	PW306B	328JET, Envoy 3	6,050							4.5						2	1		4 + 1C	2		3	31.7	75.6		1,043
756	Pratt Whitney Canada	PW306C	Citation Sovereign	5,770							4.5						2	1		4 + 1C	2		3	31.7	75.6		1,043
757	Pratt Whitney Canada	PW306D	Citation Sovereign+	5,907							4.5						2	1		4 + 1C	2		3	31.7	75.6		1,043
758	Pratt Whitney Canada	PW306D1	Citation Lattitude	5,907							4.5						2	1		4 + 1C	2		3	31.7	75.6		1,043
759	Pratt Whitney Canada	PW307A	Falcon 7X	6,405													2	1		4 + 1C	2		3	31.7	75.6		
760	Pratt Whitney Canada	PW307B	"Learjet 85 (not
  produced)"														2	1		4 + 1C	2		3	31.7	75.6		
761	Pratt Whitney Canada	PW307D	Falcon 8X	6,725													2	1		4 + 1C	2		3	31.7	75.6		
762	Pratt Whitney Canada	PW308A	Hawker 4000	6,904							4.1						2	1		4 + 1C	2		3	31.7	75.6		
763	Pratt Whitney Canada	PW308B	"428JET (not
  produced)"	8,089							4.1						2	1		4 + 1C	2		3	31.7	75.6		
764	Pratt Whitney Canada	PW308C	"Falcon
  2000DX/2000EX/2000LX"	7,002							4.1						2	1		4 + 1C	2		3	31.7	75.6		
765	Pratt Whitney Canada	PW530A	Citation Bravo	2,887					13.3	1.62	3.7						2	1		2 + 1C	1		2	22.8	60		616
766	Pratt Whitney Canada	PW535A	Citation Encore	3,400							2.6						2	1	1B	2 + 1C	1		3				
767	Pratt Whitney Canada	PW535B	Citation Encore+	3,400							2.6						2	1	1B	2 + 1C	1		3				
768	Pratt Whitney Canada	PW535E	Phenom 300	3,360													2	1	1B	2 + 1C	1		3				
769	Pratt Whitney Canada	PW545A	Citation Excel	3,952					15.7	1.59	4.12						2	1	1B	2 + 1C	1		3	27.2	68	32	815
770	Pratt Whitney Canada	PW545B	Citation XLS	4,119					15.7	1.59	4.12						2	1	1B	2 + 1C	1		3	27.2	68	32	815
771	Pratt Whitney Canada	PW545C	Citation XLS+	4,119					15.7	1.59	4.12						2	1	1B	2 + 1C	1		3	27.2	68	32	815
772	Pratt Whitney Canada	PW610F	Eclipse 500, Eclipse 700 (not produced)	1,112													2	1		1 + 1C	1		1				
773	Pratt Whitney Canada	PW610F-A		950													2	1		1 + 1C	1		1				
774	Pratt Whitney Canada	PW615F	"Citation
  Mustang, Eclipse 500, ProJet (candidate engine),
  NauticAir 450 (not produced)"	1,460													2	1		1 + 1C	1		1				
775	Pratt Whitney Canada	PW615F-A		1,460													2	1		1 + 1C	1		1				
776	Pratt Whitney Canada	PW617F	Phenom 100/100E	1,695													2	1		1 + 1C	1		1				
777	Pratt Whitney Canada	PW617F-E	Phenom 100EV	1,820													2	1		1 + 1C	1		1				
778	Pratt Whitney Canada	PW617F1-E		1,891													2	1		1 + 1C	1		1				
779	Pratt Whitney Canada	PW625F	"Technology
  demonstrator"	2,500													2	1		1 + 1C	1		1				
780	Pratt Whitney Canada	PW645	"Citation CJ3
  (candidate engine)"														2	1	4	6	1		3				
781	Pratt Whitney Canada	PW800 (AFTI)	"Technology
  demonstrator"	12,500							7.8						2	1G		4 + 1C	2		3				
782	Pratt Whitney Canada	PW800??	"Il-214, RRJ,
  Citation Hemisphere (candidate engine)"														2	1G		4 + 1C	2		3				
783	Pratt Whitney Canada	PW810	"Citation Columbus
  (not produced)"	8,830													2	1G		4 + 1C	2		3				
784	Pratt Whitney Canada	PW812D	Falcon 6X	13,460													2	1G		4 + 1C	2		3				
785	Pratt Whitney Canada	PW814GA	G500	15,429													2	1G	2	8	2		5		105.71	49.39	3135.7
786	Pratt Whitney Canada	PW815GA	G600	16,011													2	1G	2	8	2		5		105.71	49.39	3135.7
787	Progress	AI-22	Tu-324																								
788	Progress	D-36-1	An-74	14,330		0.36		562	18.7		6.3	3,527	0.65	0.75	26,250		3	1	6	7	1	1	3		136.6	54.1	2,445
789	Progress	D-36-1A	An-74								6.3						3	1	6	7	1	1	3		136.6	54.1	2,445
790	Progress	D-36-2A	An-74, An-74D-200								6.3						3	1	6	7	1	1	3		136.6	54.1	2,445
791	Progress	D-36-3A	"An-74-200,
  An-74T-100/-200A, An-74TK-100/200, An-74D-200, An-74VIP"								6.3						3	1	6	7	1	1	3		136.6	54.1	2,445
792	Progress	D-36-4A	"AN-74T-300,
  An-74TK-300"	14,330							6.3						3	1	6	7	1	1	3		136.6	54.1	2,445
793	Progress	D-36-5A	"An-148 (proposed
  engine)"								6.3						3	1	6	7	1	1	3		136.6	54.1	2,445
794	Progress	D-436-148	An-148	15,000													3	1	6	7	1	1	3				
795	Progress	D-436K	"(see military
  turbofan specifications)"																								
796	Progress	D-436T1	"Tu-334-100
  (prototype)"	16,865					25.2		4.95						3	1 + 1	6	7	1	1	3	54.1			3,197
797	Progress	D-436T1-134	Tu-134M (proposed)														3	1	6	7	1	1	3	54.1			
798	Progress	D-436T2	"Tu-334-100D, Tu-354
  (not produced)"	18,078				584	26.2		4.9						3	1 + 1	6	7	1	1	3	54.1			3,197
799	Progress	D-436TM	"Yak-42-200
  (proposed)"	16,865					25.2		4.95						3	1 + 1	6	7	1	1	3				3,197
800	Progress	D-436TP	Be-200	16,500																							
801	Progress	D-436??	"Il-214, RRJ
  (candidate engine)"														3	1	6	7	1	1	3				
802	Rolls-Royce	Avon RA.1	Prototype	6,000													1			??	3						
803	Rolls-Royce	Avon RA.7 Mk.117	Comet 2R	7,350													1			??	3						
804	Rolls-Royce	Avon RA.16	(cancelled)	9,000													1			??	3						
805	Rolls-Royce	Avon RA.9 Mk.502	Comet 2X	10,000													1			??	3						
806	Rolls-Royce	Avon RA.26 Mk.502	Comet 3	10,000													1			??	3						
807	Rolls-Royce	Avon RA.25 Mk.503	Comet 2	6,500													1			??	3						
808	Rolls-Royce	Avon RA.25 Mk.504	Comet 2E	6,500													1			??	3						
809	Rolls-Royce	Avon RA.25 Mk.505															1			??	3						
810	Rolls-Royce	Avon RA.26 Mk.521	Caravelle prototype	10,000													1			??	3						
811	Rolls-Royce	Avon RA.26 Mk.522	Comet 4	10,000													1			16	3				126	47.5	3,328
812	Rolls-Royce	Avon RA.29 Mk.522	Caravelle I	10,500													1			16	3				126	47.5	3,328
813	Rolls-Royce	Avon RA.29/1 Mk.522	Caravelle I	10,000													1			??	3						
814	Rolls-Royce	Avon RA.29 Mk.523	Comet 3	10,500													1			16	3				126	47.5	
815	Rolls-Royce	Avon RA.26 Mk.524															1			??	3						
816	Rolls-Royce	Avon RA.29 Mk.524															1			??	3						
817	Rolls-Royce	Avon RA.29/1 Mk.524	Comet 2E/4	10,250		0.786		170	8.8								1			16	3				126	47.5	
818	Rolls-Royce	Avon RA.29/1 Mk.524B		10,250													1			16	3				126	47.5	3,343
819	Rolls-Royce	Avon RA.29 Mk.525	Comet 4B/4C	10,250													1			??	3						
820	Rolls-Royce	Avon RA.29/1 Mk.525	Comet 4B/4C	10,250													1			??	3						
821	Rolls-Royce	Avon RA.29/1 Mk.525B	Comet 4B/4C	10,250													1			16	3				126	47.5	3,383
822	Rolls-Royce	Avon RA.29/1 Mk.526	Caravelle 1A	10,500		0.786		170	8.8								1			16	3				126	47.5	3,328
823	Rolls-Royce	Avon RA.29 Mk.527	Caravelle III	11,400													1			16	3				126	47.5	3,347
824	Rolls-Royce	Avon RA.29/3 Mk.527	Caravelle III	11,400													1			16	3				126	47.5	3,347
825	Rolls-Royce	Avon RA.29/3 Mk.527B	Caravelle III	11,400		0.853											1			16	3				126	47.5	3,328
826	Rolls-Royce	Avon RA.29/5	(cancelled)	13,300													1			??	3						
827	Rolls-Royce	Avon RA.29/6 Mk.530		12,200													1			??	3						
828	Rolls-Royce	Avon RA.29/6 Mk.531	Caravelle VIN	12,200													1			17	3				134	47.5	3,488
829	Rolls-Royce	Avon RA.29/6 Mk.531B	Caravelle VIN	12,200		0.802											1			17	3				134	47.5	3,488
830	Rolls-Royce	Avon RA.29/6 Mk.532R	Caravelle VIR	12,600													1			17	3				134	47.5	3,488
831	Rolls-Royce	"Avon RA.29/6
  Mk.532R-B"		12,080													1			17	3				134	47.5	3,478
832	Rolls-Royce	Avon RA.29/6 Mk.533R	Caravelle VIR	12,600		0.785											1			17	3				134	47.5	3,488
833	Rolls-Royce	"Avon RA.29/6
  Mk.533R-11A"		13,000													1			17	3				134	47.5	3,478
834	Rolls-Royce	Avon RA.29/6 Mk.535R	Caravelle VIR	12,600		0.785		185	10.3								1			17	3				134	47.5	
835	Rolls-Royce	Avon RA.30															1			??	3						
836	Rolls-Royce	Avon RA.50															1			??	3						
837	Rolls-Royce	Conway RCo.1															2		4	8	1		1				
838	Rolls-Royce	Conway RCo.2		10,000													2		4	8	1		1				
839	Rolls-Royce	Conway RCo.3															2		4	8	1		1				
840	Rolls-Royce	Conway RCo.5		13,000													2		6	9	1		2				
841	Rolls-Royce	Conway RCo.7	Development engine	15,000													2		4	8	1		1				
842	Rolls-Royce	Conway RCo.8		14,500													2		6	9	1		2				
843	Rolls-Royce	Conway RCo.10 Mk.505	707-420/F	16,500													2		6	9	1		2		134.2		4,690
844	Rolls-Royce	Conway RCo.10 Mk.507	(cancelled)														2		6	9	1		2		134.2		4690
